entry_time,exit_time,side,lots,entry_price,exit_price,entry_fill,exit_fill,bars_held,reason,gross_pnl,commission,net_pnl,equity_after
2026-02-05 02:00:00+00:00,2026-02-05 03:00:00+00:00,-1,0.01,4958.48,4855.284265504616,4958.28,4855.484265504616,1,tp,103.19573449538349,0.07,102.72573449538385,10040.28742732075
2026-02-05 03:00:00+00:00,2026-02-05 04:00:00+00:00,-1,0.01,4811.87,4870.947305301428,4811.67,4871.147305301428,1,sl,-59.077305301428176,0.07,-59.547305301427805,9980.740122019322
2026-02-05 04:00:00+00:00,2026-02-05 08:00:00+00:00,-1,0.01,4880.58,4942.507497779898,4880.38,4942.657497779897,4,sl,-61.927497779897756,0.07,-62.3474977798972,9918.392624239425
2026-02-05 08:00:00+00:00,2026-02-05 20:00:00+00:00,-1,0.01,4914.92,4796.198900765741,4914.77,4796.348900765741,12,tp,118.72109923425886,0.07,118.35109923425962,10036.743723473684
2026-02-05 20:00:00+00:00,2026-02-05 23:00:00+00:00,-1,0.01,4830.28,4720.660146981935,4830.13,4720.810146981935,2,tp,109.61985301806453,0.07,109.24985301806527,10145.99357649175
2026-02-05 23:00:00+00:00,2026-02-06 00:00:00+00:00,-1,0.01,4793.77,4683.059820611976,4793.620000000001,4683.259820611976,1,tp,110.7101793880247,0.07,110.29017938802525,10256.283755879775
2026-02-06 00:00:00+00:00,2026-02-06 01:00:00+00:00,-1,0.01,4703.94,4761.785440430154,4703.74,4761.985440430154,1,sl,-57.84544043015467,0.07,-58.315440430154304,10197.96831544962
2026-02-06 01:00:00+00:00,2026-02-06 02:00:00+00:00,-1,0.01,4759.23,4820.803623256572,4759.03,4821.003623256572,1,sl,-61.57362325657232,0.07,-62.043623256571955,10135.924692193048
2026-02-06 02:00:00+00:00,2026-02-06 03:00:00+00:00,-1,0.01,4774.34,4838.0462215953885,4774.14,4838.246221595388,1,sl,-63.70622159538834,0.07,-64.17622159538797,10071.74847059766
2026-02-06 03:00:00+00:00,2026-02-06 05:00:00+00:00,-1,0.01,4817.02,4882.217920052861,4816.820000000001,4882.417920052861,2,sl,-65.19792005286035,0.07,-65.66792005285998,10006.0805505448
2026-02-06 06:00:00+00:00,2026-02-06 15:00:00+00:00,-1,0.01,4897.64,4960.22795202483,4897.4400000000005,4960.37795202483,9,sl,-62.587952024829974,0.07,-63.00795202482942,9943.072598519972
2026-02-06 15:00:00+00:00,2026-02-08 23:00:00+00:00,-1,0.01,4947.6,4999.748333411557,4947.450000000001,4999.898333411556,7,sl,-52.14833341155645,0.07,-52.51833341155572,9890.554265108416
2026-02-08 23:00:00+00:00,2026-02-09 00:00:00+00:00,-1,0.02,4985.48,5025.989585102557,4985.33,5026.1895851025565,1,sl,-81.01917020511428,0.14,-81.85917020511319,9808.695094903303
2026-02-09 00:00:00+00:00,2026-02-09 16:00:00+00:00,-1,0.02,5036.04,5079.836043309518,5035.84,5079.986043309517,16,sl,-87.5920866190354,0.14,-88.43208661903431,9720.26300828427
2026-02-09 16:00:00+00:00,2026-02-10 17:00:00+00:00,-1,0.02,5058.78,5026.33,5058.63,5026.48,24,vertical,64.89999999999964,0.14,64.16000000000109,9784.423008284271
