datetime,equity,drawdown,position_side
2026-02-04 19:00:00+00:00,9917.851315415388,-0.008224786210599189,-1
2026-02-04 20:00:00+00:00,9921.41131541539,-0.007868789770563378,-1
2026-02-04 21:00:00+00:00,9894.741315415387,-0.010535763100830264,-1
2026-02-04 23:00:00+00:00,9841.630507678998,-0.015846790764192598,-1
2026-02-05 00:00:00+00:00,9839.989125008236,-0.016010927389902507,-1
2026-02-05 01:00:00+00:00,9888.179125008235,-0.011191975579420754,-1
2026-02-05 02:00:00+00:00,10084.371692825367,0.0,-1
2026-02-05 03:00:00+00:00,9971.43742732075,-0.011198939204607572,-1
2026-02-05 04:00:00+00:00,9997.230122019322,-0.008641249396632467,-1
2026-02-05 05:00:00+00:00,9965.110122019321,-0.01182637594475966,-1
2026-02-05 06:00:00+00:00,9940.380122019324,-0.014278685394796375,-1
2026-02-05 07:00:00+00:00,9946.000122019323,-0.01372138741221629,-1
2026-02-05 08:00:00+00:00,9921.232624239425,-0.016177415267428996,-1
2026-02-05 09:00:00+00:00,9978.122624239426,-0.010536012735581024,-1
2026-02-05 10:00:00+00:00,9956.222624239424,-0.012707689927486054,-1
2026-02-05 11:00:00+00:00,9964.832624239425,-0.011853893552038475,-1
2026-02-05 12:00:00+00:00,9979.252624239423,-0.010423958159012758,-1
2026-02-05 13:00:00+00:00,9997.732624239425,-0.008591419597076433,-1
2026-02-05 14:00:00+00:00,9987.232624239425,-0.009632634689085595,-1
2026-02-05 15:00:00+00:00,10015.422624239425,-0.006837220075396111,-1
2026-02-05 16:00:00+00:00,9944.352624239425,-0.013884758798166863,-1
2026-02-05 17:00:00+00:00,9964.162624239425,-0.011920332991242844,-1
2026-02-05 18:00:00+00:00,9974.962624239424,-0.010849368896604927,-1
2026-02-05 19:00:00+00:00,10003.952624239424,-0.007974623609238618,-1
2026-02-05 20:00:00+00:00,10055.213723473684,-0.0028914016896489647,-1
2026-02-05 21:00:00+00:00,10087.543723473686,0.0,-1
2026-02-05 23:00:00+00:00,10235.78357649175,0.0,-1
2026-02-06 00:00:00+00:00,10197.083755879774,-0.003780836154142375,-1
2026-02-06 01:00:00+00:00,10182.91831544962,-0.005164749786576661,-1
2026-02-06 02:00:00+00:00,10093.114692193049,-0.013938247446572238,-1
2026-02-06 03:00:00+00:00,10064.538470597661,-0.01673004363704833,-1
2026-02-06 04:00:00+00:00,10074.98847059766,-0.01570911544704645,-1
2026-02-06 05:00:00+00:00,10006.0805505448,-0.022441176508899874,0
2026-02-06 06:00:00+00:00,10057.350550544801,-0.017432278106851773,-1
2026-02-06 07:00:00+00:00,10062.9705505448,-0.01688322390323349,-1
2026-02-06 08:00:00+00:00,10041.9105505448,-0.018940711719639403,-1
2026-02-06 09:00:00+00:00,10036.8105505448,-0.019438963754951466,-1
2026-02-06 10:00:00+00:00,10025.140550544802,-0.020579081647518094,-1
2026-02-06 11:00:00+00:00,10016.7005505448,-0.021403639917720985,-1
2026-02-06 12:00:00+00:00,10003.430550544801,-0.02270007217430714,-1
2026-02-06 13:00:00+00:00,9974.8105505448,-0.02549614536070499,-1
2026-02-06 14:00:00+00:00,9956.070550544802,-0.027326977349282577,-1
2026-02-06 15:00:00+00:00,9946.932598519972,-0.02821972307378351,-1
2026-02-06 16:00:00+00:00,9938.862598519972,-0.02900813364730659,-1
2026-02-06 17:00:00+00:00,9930.202598519973,-0.029854185142561773,-1
2026-02-06 18:00:00+00:00,9928.232598519971,-0.03004664720326089,-1
2026-02-06 19:00:00+00:00,9933.522598519972,-0.029529832837221548,-1
2026-02-06 20:00:00+00:00,9937.312598519973,-0.029159563187450388,-1
2026-02-06 21:00:00+00:00,9930.402598519971,-0.029834645847059527,-1
2026-02-08 23:00:00+00:00,9789.434265108415,-0.043606755462127444,-1
2026-02-09 00:00:00+00:00,9841.095094903303,-0.03855967436581198,-1
2026-02-09 01:00:00+00:00,9915.855094903303,-0.03125588570700333,-1
2026-02-09 02:00:00+00:00,9866.735094903303,-0.036054736682400335,-1
2026-02-09 03:00:00+00:00,9848.595094903303,-0.037826950784470736,-1
2026-02-09 04:00:00+00:00,9856.875094903304,-0.03701802395067011,-1
2026-02-09 05:00:00+00:00,9808.715094903304,-0.04172308630765542,-1
2026-02-09 06:00:00+00:00,9818.455094903304,-0.04077152261668704,-1
2026-02-09 07:00:00+00:00,9868.635094903304,-0.035869113375127104,-1
2026-02-09 08:00:00+00:00,9825.995094903303,-0.04003489117624548,-1
2026-02-09 09:00:00+00:00,9864.895094903304,-0.036234498201022536,-1
2026-02-09 10:00:00+00:00,9898.575094903303,-0.03294408083841338,-1
2026-02-09 11:00:00+00:00,9858.915094903303,-0.03681872313654533,-1
2026-02-09 12:00:00+00:00,9854.075094903303,-0.03729157408770423,-1
2026-02-09 13:00:00+00:00,9866.715094903304,-0.03605669061195049,-1
2026-02-09 14:00:00+00:00,9805.115094903304,-0.04207479362669919,-1
2026-02-09 15:00:00+00:00,9763.255094903303,-0.04616436817535796,-1
2026-02-09 16:00:00+00:00,9691.063008284269,-0.05321728074228993,-1
2026-02-09 17:00:00+00:00,9744.983008284269,-0.04794948667483456,-1
2026-02-09 18:00:00+00:00,9712.463008284269,-0.05112657612352989,-1
2026-02-09 19:00:00+00:00,9688.623008284269,-0.05345566014741965,-1
2026-02-09 20:00:00+00:00,9678.723008284269,-0.05442285527478996,-1
2026-02-09 21:00:00+00:00,9720.60300828427,-0.05033132679658081,-1
2026-02-09 23:00:00+00:00,9773.723008284269,-0.04514168991113532,-1
2026-02-10 00:00:00+00:00,9799.44300828427,-0.0426289365095226,-1
2026-02-10 01:00:00+00:00,9772.123008284269,-0.045298004275154735,-1
2026-02-10 02:00:00+00:00,9760.883008284269,-0.04639611268239141,-1
2026-02-10 03:00:00+00:00,9777.18300828427,-0.0448036600989431,-1
2026-02-10 04:00:00+00:00,9774.383008284269,-0.04507721023597733,-1
2026-02-10 05:00:00+00:00,9759.16300828427,-0.04656415062371222,-1
2026-02-10 06:00:00+00:00,9788.32300828427,-0.04371532133945777,-1
2026-02-10 07:00:00+00:00,9769.74300828427,-0.045530521891633646,-1
2026-02-10 08:00:00+00:00,9753.92300828427,-0.04707608016587583,-1
2026-02-10 09:00:00+00:00,9744.123008284269,-0.048033505645495134,-1
2026-02-10 10:00:00+00:00,9743.86300828427,-0.048058906729648077,-1
2026-02-10 11:00:00+00:00,9725.803008284269,-0.049823305113517735,-1
2026-02-10 12:00:00+00:00,9773.42300828427,-0.04517099885438891,-1
2026-02-10 13:00:00+00:00,9735.783008284268,-0.04884829426794646,-1
2026-02-10 14:00:00+00:00,9758.623008284269,-0.04661690672156882,-1
2026-02-10 15:00:00+00:00,9798.42300828427,-0.04272858691658499,-1
2026-02-10 16:00:00+00:00,9789.90300828427,-0.04356096090498862,-1
2026-02-10 17:00:00+00:00,9779.48300828427,-0.04457895820066504,-1
2026-02-10 18:00:00+00:00,9805.88300828427,-0.04199977119434428,-1
2026-02-10 19:00:00+00:00,9776.04300828427,-0.04491503408330699,-1
2026-02-10 20:00:00+00:00,9770.683008284272,-0.045438687202772,-1
2026-02-10 21:00:00+00:00,9781.183008284272,-0.04441287418889439,-1
2026-02-10 23:00:00+00:00,9748.403008284271,-0.04761536472174277,-1
2026-02-11 00:00:00+00:00,9756.38300828427,-0.046835746831195846,-1
2026-02-11 01:00:00+00:00,9727.003008284271,-0.04970606934050292,-1
2026-02-11 02:00:00+00:00,9713.389090425815,-0.051036101160413905,-1
2026-02-11 03:00:00+00:00,9715.789090425815,-0.050801629614384725,-1
2026-02-11 04:00:00+00:00,9739.699090425813,-0.0484657068370693,-1
2026-02-11 05:00:00+00:00,9719.959090425813,-0.05039423530315923,-1
2026-02-11 06:00:00+00:00,9686.239090425814,-0.05368856052486903,-1
2026-02-11 07:00:00+00:00,9713.149090425815,-0.0510595483150168,-1
2026-02-11 08:00:00+00:00,9716.629090425813,-0.050719564573274645,-1
2026-02-11 09:00:00+00:00,9690.979090425813,-0.05322547922146137,-1
2026-02-11 10:00:00+00:00,9518.659125103142,-0.07006053283850289,-1
2026-02-11 11:00:00+00:00,9467.960660931554,-0.07501359420334319,-1
2026-02-11 12:00:00+00:00,9532.419229915082,-0.06871621906817837,-1
2026-02-11 13:00:00+00:00,9648.6487231166,-0.05736100699936719,-1
2026-02-11 14:00:00+00:00,9666.588723116602,-0.055608332192798926,-1
2026-02-11 15:00:00+00:00,9665.2087231166,-0.05574315333176583,-1
2026-02-11 16:00:00+00:00,9620.1487231166,-0.06014535660846365,-1
2026-02-11 17:00:00+00:00,9571.0387231166,-0.06494323061908536,-1
2026-02-11 18:00:00+00:00,9598.0087231166,-0.06230835662058265,-1
2026-02-11 19:00:00+00:00,9599.9587231166,-0.06211784848943391,-1
2026-02-11 20:00:00+00:00,9585.2887231166,-0.06355105581453724,-1
2026-02-11 21:00:00+00:00,9592.068723116601,-0.06288867369700468,-1
2026-02-11 23:00:00+00:00,9660.978723116601,-0.05615640943164224,-1
2026-02-12 00:00:00+00:00,9655.878723116599,-0.056654661466954415,-1
2026-02-12 01:00:00+00:00,9653.2987231166,-0.05690671837893557,-1
2026-02-12 02:00:00+00:00,9647.0287231166,-0.05751927529293688,-1
2026-02-12 03:00:00+00:00,9674.4187231166,-0.054843368773878964,-1
2026-02-12 04:00:00+00:00,9636.6187231166,-0.05853629562383833,-1
2026-02-12 05:00:00+00:00,9618.4387231166,-0.06031241758500927,-1
2026-02-12 06:00:00+00:00,9665.9887231166,-0.05566695007930644,-1
2026-02-12 07:00:00+00:00,9654.348723116602,-0.05680413707754772,-1
2026-02-12 08:00:00+00:00,9640.128723116599,-0.058193380987770826,-1
2026-02-12 09:00:00+00:00,9625.9987231166,-0.05957383221501744,-1
2026-02-12 10:00:00+00:00,9658.2487231166,-0.05642312081525058,-1
2026-02-12 11:00:00+00:00,9653.658723116601,-0.05687154764703117,-1
2026-02-12 12:00:00+00:00,9686.8987231166,-0.05362411673452738,-1
2026-02-12 13:00:00+00:00,9619.4887231166,-0.06020983628362164,-1
2026-02-12 14:00:00+00:00,9834.398723116607,-0.039213886301483925,-1
2026-02-12 15:00:00+00:00,9769.878723116606,-0.045517263030568134,-1
2026-02-12 16:00:00+00:00,10212.317647602971,-0.0022925385939844833,-1
2026-02-12 17:00:00+00:00,10057.954809228726,-0.017373244161926205,-1
2026-02-12 18:00:00+00:00,10063.624809228726,-0.016819305134432194,-1
2026-02-12 19:00:00+00:00,10053.564809228727,-0.017802131698204438,-1
2026-02-12 20:00:00+00:00,10084.174809228727,-0.014811642521557422,-1
2026-02-12 21:00:00+00:00,10077.414809228725,-0.01547207070953971,-1
2026-02-12 23:00:00+00:00,10079.214809228726,-0.015296217050017713,-1
2026-02-13 00:00:00+00:00,10071.154809228727,-0.016083650658765603,-1
2026-02-13 01:00:00+00:00,10018.054809228726,-0.021271333614661048,-1
2026-02-13 02:00:00+00:00,9993.579177072359,-0.023662516661221322,-1
2026-02-13 03:00:00+00:00,10007.95917707236,-0.02225764131459651,-1
2026-02-13 04:00:00+00:00,10017.11917707236,-0.021362741580585154,-1
2026-02-13 05:00:00+00:00,10077.29917707236,-0.015483367563903672,-1
2026-02-13 06:00:00+00:00,10035.65917707236,-0.019551448887509704,-1
2026-02-13 07:00:00+00:00,10020.61917707236,-0.021020803909292618,-1
2026-02-13 08:00:00+00:00,10005.27917707236,-0.022519467874329124,-1
2026-02-13 09:00:00+00:00,10029.77917707236,-0.020125904175281262,-1
2026-02-13 10:00:00+00:00,10070.83917707236,-0.016114486808632367,-1
2026-02-13 11:00:00+00:00,10062.73917707236,-0.016905828276480572,-1
2026-02-13 12:00:00+00:00,10031.31917707236,-0.01997545159991254,-1
2026-02-13 13:00:00+00:00,9996.83917707236,-0.023344026144531682,-1
2026-02-13 14:00:00+00:00,9979.51917707236,-0.025036129135042162,-1
2026-02-13 15:00:00+00:00,9971.583847467093,-0.025811382885374656,-1
2026-02-13 16:00:00+00:00,9866.275187321218,-0.03609966803315112,0
2026-02-13 17:00:00+00:00,9839.915187321218,-0.038674947180371566,-1
2026-02-13 18:00:00+00:00,9819.775187321218,-0.04064255423746632,-1
2026-02-13 19:00:00+00:00,9809.946903828091,-0.041602742914735646,-1
2026-02-13 20:00:00+00:00,9792.906903828092,-0.04326749089154269,-1
2026-02-13 21:00:00+00:00,9779.406903828092,-0.044586393337956665,-1
2026-02-15 23:00:00+00:00,9816.846903828093,-0.04092863721990159,-1
2026-02-16 00:00:00+00:00,9826.186903828093,-0.04001615211993814,-1
2026-02-16 01:00:00+00:00,9799.746903828092,-0.04259924698535955,-1
2026-02-16 02:00:00+00:00,9868.326903828092,-0.03589922255757594,-1
2026-02-16 03:00:00+00:00,9882.726903828092,-0.03449239328140097,-1
2026-02-16 04:00:00+00:00,9901.646903828092,-0.03264397592687107,-1
2026-02-16 05:00:00+00:00,9876.166903828092,-0.035133282173880676,-1
2026-02-16 06:00:00+00:00,9867.986903828092,-0.03593243935993018,-1
2026-02-16 07:00:00+00:00,9843.226903828092,-0.038351404143131096,-1
2026-02-16 08:00:00+00:00,9841.486903828092,-0.038521396014002174,-1
2026-02-16 09:00:00+00:00,9830.386903828092,-0.03960582691438719,-1
2026-02-16 10:00:00+00:00,9845.866903828091,-0.03809348544249902,-1
2026-02-16 11:00:00+00:00,9849.006903828093,-0.03778671850311077,-1
2026-02-16 12:00:00+00:00,9853.326903828092,-0.037364669720258314,-1
2026-02-16 13:00:00+00:00,9862.886903828092,-0.03643069139524213,-1
2026-02-16 14:00:00+00:00,9880.826903828092,-0.03467801658867409,-1
2026-02-16 15:00:00+00:00,9898.626903828092,-0.032939019288957816,-1
2026-02-16 16:00:00+00:00,9881.466903828092,-0.034615490843066365,-1
2026-02-16 17:00:00+00:00,9874.386903828092,-0.0353071819038524,-1
2026-02-16 18:00:00+00:00,9868.466903828092,-0.03588554505072439,-1
2026-02-16 19:00:00+00:00,9873.786903828091,-0.0353657997903597,-1
2026-02-16 23:00:00+00:00,9896.666903828092,-0.03313050438488152,-1
2026-02-17 00:00:00+00:00,10242.321228533217,0.0,-1
2026-02-17 01:00:00+00:00,10105.681672902263,-0.013340682505670887,-1
2026-02-17 02:00:00+00:00,10064.26035745233,-0.017384816108368395,-1
2026-02-17 03:00:00+00:00,10106.180357452331,-0.013291993879436581,-1
2026-02-17 04:00:00+00:00,10120.82035745233,-0.011862630391088258,-1
2026-02-17 05:00:00+00:00,10542.953138566456,0.0,-1
2026-02-17 06:00:00+00:00,10455.51969837248,-0.008293069223094807,0
2026-02-17 07:00:00+00:00,10455.51969837248,-0.008293069223094807,0
2026-02-17 08:00:00+00:00,10455.51969837248,-0.008293069223094807,0
2026-02-17 09:00:00+00:00,10455.51969837248,-0.008293069223094807,0
2026-02-17 10:00:00+00:00,10492.77969837248,-0.004758955060744752,-1
2026-02-17 11:00:00+00:00,10445.01969837248,-0.009288995114256182,-1
2026-02-17 12:00:00+00:00,10435.95969837248,-0.010148336883201159,-1
2026-02-17 13:00:00+00:00,10786.12311738603,0.0,-1
2026-02-17 14:00:00+00:00,10745.780851195354,-0.003740200788701298,0
2026-02-17 15:00:00+00:00,10745.780851195354,-0.003740200788701298,0
2026-02-17 16:00:00+00:00,10745.780851195354,-0.003740200788701298,0
2026-02-17 17:00:00+00:00,10745.780851195354,-0.003740200788701298,0
2026-02-17 18:00:00+00:00,10745.780851195354,-0.003740200788701298,0
2026-02-17 19:00:00+00:00,10782.640851195354,-0.0003228468795302142,-1
2026-02-17 20:00:00+00:00,10787.420851195353,0.0,-1
2026-02-17 21:00:00+00:00,10788.360851195353,0.0,-1
2026-02-17 23:00:00+00:00,10824.060851195354,0.0,-1
2026-02-18 00:00:00+00:00,10793.720851195354,-0.0028030145448276755,-1
2026-02-18 01:00:00+00:00,10764.320851195354,-0.005519185527620429,-1
2026-02-18 02:00:00+00:00,10733.080851195355,-0.00840534816375793,-1
2026-02-18 03:00:00+00:00,10701.860851195353,-0.011289663064533273,-1
2026-02-18 04:00:00+00:00,10644.893173863467,-0.016552722660654662,-1
2026-02-18 05:00:00+00:00,10646.273173863468,-0.016425228920646018,-1
2026-02-18 06:00:00+00:00,10654.91317386347,-0.015627007244070068,-1
2026-02-18 07:00:00+00:00,10656.293173863469,-0.015499513504061424,-1
2026-02-18 08:00:00+00:00,10695.62317386347,-0.01186594191381507,-1
2026-02-18 09:00:00+00:00,10694.84317386347,-0.011938003592950386,-1
2026-02-18 10:00:00+00:00,10703.09317386347,-0.01117581275594226,-1
2026-02-18 11:00:00+00:00,10707.44317386347,-0.010773930314610602,-1
2026-02-18 12:00:00+00:00,10486.648573655224,-0.031172429846684446,-1
2026-02-18 13:00:00+00:00,10479.804489341715,-0.031804732677165326,-1
2026-02-18 14:00:00+00:00,10289.614982479161,-0.049375726546952214,-1
2026-02-18 15:00:00+00:00,10328.247583249655,-0.04580658541761107,-1
2026-02-18 16:00:00+00:00,10317.207583249654,-0.04682653533768022,-1
2026-02-18 17:00:00+00:00,10322.247583249655,-0.04636090602634424,-1
2026-02-18 18:00:00+00:00,10369.807583249656,-0.04196699133445214,-1
2026-02-18 19:00:00+00:00,10396.247583249655,-0.03952428518530127,-1
2026-02-18 20:00:00+00:00,10378.767583249655,-0.04113920589207731,-1
2026-02-18 21:00:00+00:00,10408.727583249654,-0.038371298319136216,-1
2026-02-18 23:00:00+00:00,10413.767583249655,-0.037905669007800125,-1
2026-02-19 00:00:00+00:00,10473.967583249656,-0.03234398556684348,-1
2026-02-19 01:00:00+00:00,10427.287583249656,-0.03665659990278791,-1
2026-02-19 02:00:00+00:00,10445.367583249654,-0.03498624713513865,-1
2026-02-19 03:00:00+00:00,10391.967583249656,-0.03991970055286409,-1
2026-02-19 04:00:00+00:00,10380.487583249656,-0.040980300650906964,-1
2026-02-19 05:00:00+00:00,10330.167583249657,-0.04562920282281624,-1
2026-02-19 06:00:00+00:00,10172.146426822252,-0.0602282667600772,-1
2026-02-19 07:00:00+00:00,10216.964133331347,-0.05608770370105254,-1
2026-02-19 08:00:00+00:00,10189.404133331345,-0.058633883030500544,-1
2026-02-19 09:00:00+00:00,10275.564133331345,-0.05067383908909162,-1
2026-02-19 10:00:00+00:00,10340.325535528747,-0.044690742441011455,-1
2026-02-19 11:00:00+00:00,10374.805535528747,-0.04150524667615796,-1
2026-02-19 12:00:00+00:00,10372.965535528747,-0.04167523832950282,-1
2026-02-19 13:00:00+00:00,10324.885535528749,-0.04611719414081816,-1
2026-02-19 14:00:00+00:00,10290.92553552875,-0.04925464878624808,-1
2026-02-19 15:00:00+00:00,10222.380739496004,-0.055587280963309005,-1
2026-02-19 16:00:00+00:00,10296.100739496005,-0.04877652841734015,-1
2026-02-19 17:00:00+00:00,10337.820739496006,-0.04492215245128173,-1
2026-02-19 18:00:00+00:00,10349.460739496006,-0.04384677047033936,-1
2026-02-19 19:00:00+00:00,10325.700739496004,-0.046041880080923026,-1
2026-02-19 20:00:00+00:00,10270.100739496005,-0.05117858438851741,-1
2026-02-19 21:00:00+00:00,10292.140739496006,-0.04914238001910398,-1
2026-02-19 23:00:00+00:00,10325.460739496006,-0.04606405290527216,-1
2026-02-20 00:00:00+00:00,10251.740739496005,-0.052874805451241125,-1
2026-02-20 01:00:00+00:00,10288.660739496006,-0.04946388597216922,-1
2026-02-20 02:00:00+00:00,10291.820739496006,-0.04917194378490308,-1
2026-02-20 03:00:00+00:00,10324.940739496005,-0.04611209402469574,-1
2026-02-20 04:00:00+00:00,10277.660739496006,-0.050480140421513386,-1
2026-02-20 05:00:00+00:00,10229.780739496005,-0.054903618879204585,-1
2026-02-20 06:00:00+00:00,10127.95291754424,-0.06431116225425126,-1
2026-02-20 07:00:00+00:00,10198.952917544244,-0.0577517017175746,-1
2026-02-20 08:00:00+00:00,9988.254670766748,-0.07721743178636176,-1
2026-02-20 09:00:00+00:00,10006.91367605084,-0.07549358659178929,-1
2026-02-20 10:00:00+00:00,9971.763676050843,-0.0787409814912845,-1
2026-02-20 11:00:00+00:00,10058.613676050843,-0.07071719067987114,-1
2026-02-20 12:00:00+00:00,10019.16367605084,-0.07436184868229234,-1
2026-02-20 13:00:00+00:00,9830.52109289845,-0.0917899272699656,-1
2026-02-20 14:00:00+00:00,9781.416975917706,-0.09632649793931125,-1
2026-02-20 15:00:00+00:00,9792.22886729273,-0.09532762223788438,-1
2026-02-20 16:00:00+00:00,9695.90886729273,-0.10422631574341501,-1
2026-02-20 17:00:00+00:00,9645.115623569538,-0.1089189393734441,-1
2026-02-20 18:00:00+00:00,9649.525623569538,-0.10851151372602519,-1
2026-02-20 19:00:00+00:00,9624.685623569538,-0.11080640104618067,-1
2026-02-20 20:00:00+00:00,9520.027071825076,-0.12047546639820184,-1
2026-02-20 21:00:00+00:00,9507.707071825076,-0.12161367138146739,-1
2026-02-22 23:00:00+00:00,9272.578899724695,-0.14333640329630282,-1
2026-02-23 00:00:00+00:00,9466.87062888304,-0.1253864183664889,-1
2026-02-23 01:00:00+00:00,9427.66062888304,-0.1290089035445604,-1
2026-02-23 02:00:00+00:00,9379.03062888304,-0.13350167207834318,-1
2026-02-23 03:00:00+00:00,9399.85062888304,-0.1315781795660389,-1
2026-02-23 04:00:00+00:00,9418.42062888304,-0.12986255728200968,-1
2026-02-23 05:00:00+00:00,9425.560628883039,-0.12920291575761722,-1
2026-02-23 06:00:00+00:00,9463.300628883037,-0.12571623912868546,-1
2026-02-23 07:00:00+00:00,9490.12062888304,-0.12323842600764767,-1
2026-02-23 08:00:00+00:00,9479.41062888304,-0.12422788829423637,-1
2026-02-23 09:00:00+00:00,9451.180628883038,-0.12683596675832642,-1
2026-02-23 10:00:00+00:00,9411.85062888304,-0.13046953834857256,-1
2026-02-23 11:00:00+00:00,9450.91062888304,-0.12686091118571918,-1
2026-02-23 12:00:00+00:00,9408.730628883039,-0.13075778506511382,-1
2026-02-23 13:00:00+00:00,9460.54062888304,-0.1259712266087024,-1
2026-02-23 14:00:00+00:00,9144.155404546886,-0.15520103496673787,-1
2026-02-23 15:00:00+00:00,9227.789439892364,-0.14747435673615106,-1
2026-02-23 16:00:00+00:00,9123.441535936538,-0.15711472234295587,-1
2026-02-23 17:00:00+00:00,9130.041535936536,-0.15650496967334948,-1
2026-02-23 18:00:00+00:00,9124.971535936535,-0.1569733705877292,-1
2026-02-23 19:00:00+00:00,9106.941535936538,-0.15863910401697223,-1
2026-02-23 20:00:00+00:00,9029.339196548983,-0.16580853335171075,-1
2026-02-23 21:00:00+00:00,9055.859196548983,-0.1633584362611099,-1
2026-02-23 23:00:00+00:00,8993.475371443608,-0.1691218762456962,-1
2026-02-24 00:00:00+00:00,9040.315371443608,-0.16479448002685226,-1
2026-02-24 01:00:00+00:00,9385.755050937603,-0.13288042445723236,-1
2026-02-24 02:00:00+00:00,9343.13252968497,-0.13681818144498314,-1
2026-02-24 03:00:00+00:00,9397.10252968497,-0.1318320675694279,-1
2026-02-24 04:00:00+00:00,9408.292529684972,-0.13079825963414016,-1
2026-02-24 05:00:00+00:00,9365.572529684969,-0.13474502236832098,-1
2026-02-24 06:00:00+00:00,9392.12252968497,-0.1322921536746764,-1
2026-02-24 07:00:00+00:00,9374.78252968497,-0.13389414023391544,-1
2026-02-24 08:00:00+00:00,9392.692529684971,-0.13223949321684658,-1
2026-02-24 09:00:00+00:00,9398.87252968497,-0.13166854298985153,-1
2026-02-24 10:00:00+00:00,9394.522529684971,-0.13207042543118297,-1
2026-02-24 11:00:00+00:00,9394.85252968497,-0.13203993779770284,-1
2026-02-24 12:00:00+00:00,9460.55252968497,-0.125970127132074,-1
2026-02-24 13:00:00+00:00,9647.805952384035,-0.10867038858908673,-1
2026-02-24 14:00:00+00:00,9635.765913762785,-0.10978272884537044,-1
2026-02-24 15:00:00+00:00,9533.625931694081,-0.11921911168475774,-1
2026-02-24 16:00:00+00:00,9558.375931694081,-0.11693253917373325,-1
2026-02-24 17:00:00+00:00,9456.17309120172,-0.1263747292997316,-1
